time,open,high,low,close,volume,ticker
2021-02-08,9680,9680,9160,9160,77600,SGT
2021-02-09,8820,9160,8540,9160,86500,SGT
2021-02-17,9160,9780,8610,9780,74000,SGT
2021-02-18,10300,10330,9990,10330,107400,SGT
2021-02-19,10330,11050,10260,10570,167600,SGT
2021-02-22,11260,11290,11020,11290,171100,SGT
2021-02-23,12020,12020,11360,11640,227900,SGT
2021-02-24,11640,11910,11160,11230,90000,SGT
2021-02-25,11780,11780,11090,11230,44100,SGT
2021-02-26,10740,11430,10670,11160,154100,SGT
2021-03-01,11230,11290,10670,10740,158800,SGT
2021-03-02,10810,11360,10810,10950,144700,SGT
2021-03-03,10950,11360,10330,10540,144000,SGT
2021-03-04,10950,11230,10610,10670,140900,SGT
2021-03-05,10670,10880,10610,10610,20900,SGT
2021-03-08,10880,11160,10610,10740,62100,SGT
2021-03-09,10740,11020,10610,10740,129000,SGT
2021-03-10,10740,11160,10740,11020,30000,SGT
2021-03-11,11710,11710,11360,11360,46000,SGT
2021-03-12,11360,11360,10670,10670,50600,SGT
2021-03-15,11020,11160,10810,10810,44000,SGT
2021-03-16,11260,11260,10670,10740,157700,SGT
2021-03-17,10740,11090,10740,11090,17900,SGT
2021-03-18,11230,11230,11090,11090,11700,SGT
2021-03-19,11090,11090,10710,11020,25800,SGT
2021-03-22,10810,11020,10670,10670,18000,SGT
2021-03-23,10810,11230,10780,10850,23600,SGT
2021-03-24,10810,10850,10610,10850,30000,SGT
2021-03-25,10880,11360,10810,11360,136900,SGT
2021-03-26,11360,12050,11050,11360,124500,SGT
2021-03-29,11360,12050,11360,11780,148800,SGT
2021-03-30,12020,12020,11160,11640,74900,SGT
2021-03-31,11090,11710,10950,10950,53100,SGT
2021-04-01,10950,11020,10670,11020,108700,SGT
2021-04-02,10670,10950,10670,10670,28100,SGT
2021-04-05,10740,10740,10670,10710,27900,SGT
2021-04-06,10710,10780,10640,10670,15300,SGT
2021-04-07,10670,10950,10610,10950,31500,SGT
2021-04-08,10950,11230,10880,10880,34100,SGT
2021-04-09,10880,11120,10670,10880,12900,SGT
